sigma	err_rms

0.56234132519	0.203831739756
0.659121559254	0.128708181637
0.772557893955	0.0931864838072
0.905516882482	0.0751149524049
1.06135841841	0.0655071019009
1.24402064073	0.0605637522348
1.45811945118	0.0588006467355
1.7090651588	0.0600681056071
2.00319919927	0.0652834473831
2.34795438388	0.07358107159
2.75204272785	0.0826000166163
3.22567560422	0.0909418918028
3.7808217868	0.0979808195964
4.43150990288	0.103611518411
5.1941829387	0.108007822055
6.08811375626	0.111344154095
7.13589212136	0.113761151636
8.3639955504	0.115423243702
9.80345840118	0.116510547994
11.4906561158	0.117195020663
13.4682244335	0.117673372604
15.7861368022	0.118233837319
18.502967215	0.119270539709
21.6873703839	0.121307483398
25.4198166545	0.125205063688
29.7946255036	0.13258103727
34.9223490069	0.14598237778
40.9325655062	0.167776929162
47.9771540738	0.198792627427
56.234132519	0.239599825999
