sigma	err_rms

0.56234132519	0.0894148814727
0.659121559254	0.051659097869
0.772557893955	0.0330635514416
0.905516882482	0.0232635028953
1.06135841841	0.0182613146238
1.24402064073	0.0162276334502
1.45811945118	0.0160304211926
1.7090651588	0.0168420113801
2.00319919927	0.0180769932084
2.34795438388	0.0193699472422
2.75204272785	0.0205560563101
3.22567560422	0.0216205995856
3.7808217868	0.0226525364763
4.43150990288	0.0238120341783
5.1941829387	0.0252608555858
6.08811375626	0.0270892823291
7.13589212136	0.0293204266472
8.3639955504	0.0319618862381
9.80345840118	0.0350194761921
11.4906561158	0.0384779684624
13.4682244335	0.0423107483671
15.7861368022	0.0465265820073
18.502967215	0.0512427529588
21.6873703839	0.056853728664
25.4198166545	0.0643038260193
29.7946255036	0.0752737938863
34.9223490069	0.0921118673403
40.9325655062	0.117571235226
47.9771540738	0.154260222926
56.234132519	0.203667837772
