sigma	err_rms

0.56234132519	0.16931013047
0.659121559254	0.101840172694
0.772557893955	0.069781902287
0.905516882482	0.0534824290977
1.06135841841	0.0448337239436
1.24402064073	0.0400694286555
1.45811945118	0.0373317693936
1.7090651588	0.0356952604925
2.00319919927	0.0347079487868
2.34795438388	0.0341462491485
2.75204272785	0.0338860561775
3.22567560422	0.0338434759829
3.7808217868	0.0339511015161
4.43150990288	0.0341508959721
5.1941829387	0.0343948552918
6.08811375626	0.0346507780597
7.13589212136	0.0349129238304
8.3639955504	0.0352116621936
9.80345840118	0.0356238890132
11.4906561158	0.0363148507196
13.4682244335	0.0376189034526
15.7861368022	0.0401005046672
18.502967215	0.044580105178
21.6873703839	0.0523284234951
25.4198166545	0.0652934018426
29.7946255036	0.0856511668665
34.9223490069	0.115042052706
40.9325655062	0.154556686962
47.9771540738	0.205326687492
56.234132519	0.268186911561
