sigma	err_rms

0.56234132519	0.213268866182
0.659121559254	0.186821877163
0.772557893955	0.17790329094
0.905516882482	0.175156643065
1.06135841841	0.175001577609
1.24402064073	0.176240740869
1.45811945118	0.178430772181
1.7090651588	0.180959682843
2.00319919927	0.182875334698
2.34795438388	0.183844356552
2.75204272785	0.18443654221
3.22567560422	0.185242150742
3.7808217868	0.186428309033
4.43150990288	0.187901534149
5.1941829387	0.189509970237
6.08811375626	0.191127039666
7.13589212136	0.192673899285
8.3639955504	0.194125601369
9.80345840118	0.195504787556
11.4906561158	0.196863636032
13.4682244335	0.198271391964
15.7861368022	0.199814813378
18.502967215	0.201591124698
21.6873703839	0.203707019223
25.4198166545	0.206342591695
29.7946255036	0.209943277839
34.9223490069	0.215591330699
40.9325655062	0.22540594106
47.9771540738	0.242399551048
56.234132519	0.26935944293
