sigma	err_rms

0.56234132519	0.191590100237
0.659121559254	0.138567069568
0.772557893955	0.115815690386
0.905516882482	0.105307453649
1.06135841841	0.100741176219
1.24402064073	0.100207945194
1.45811945118	0.102868990238
1.7090651588	0.107685864106
2.00319919927	0.112225028705
2.34795438388	0.113388267667
2.75204272785	0.111737797149
3.22567560422	0.11013805152
3.7808217868	0.109826443648
4.43150990288	0.110601010673
5.1941829387	0.111970511748
6.08811375626	0.113531441976
7.13589212136	0.11501500334
8.3639955504	0.116275260246
9.80345840118	0.117261961723
11.4906561158	0.117992656243
13.4682244335	0.118522139006
15.7861368022	0.118916239594
18.502967215	0.119246047514
21.6873703839	0.11959992557
25.4198166545	0.120099992969
29.7946255036	0.120940990268
34.9223490069	0.122520159015
40.9325655062	0.125754715264
47.9771540738	0.132578341664
56.234132519	0.146105287124
